sample_id;original_label;predicted_label_before;predicted_label_after;attack_prob_before;attack_prob_after;distortion;mutation_count;feature_change_ratio;original_features;mutated_features;attack_class_prob_vector_before;attack_class_prob_vector_after
99;9;9;9;1.0;0.8400000000000001;0.26486689234829625;6;0.07894736842105263;[0.0031117583851959733, 0.00013416767739650307, 0.000907291322995711, 0.0002571161015224527, 7.658045977011494e-05, 0.3252032520325204, 0.0, 0.050790305584794526, 0.09803956393886278, 0.5191489361702127, 0.0, 0.08300249521898061, 0.1945608522637372, 3.000021162788073e-05, 4.2842555730961846e-05, 6.624139843755192e-05, 0.00019774327710306874, 0.0006830181125559061, 4.1689909138427245e-08, 0.0031108583333333334, 0.00012450374520881846, 0.00025811208284872203, 0.0006830264435692606, 1.9594257295060805e-06, 0.0031117000000000002, 0.0001488406274404707, 0.00035172265013773494, 0.0008546820385100789, 6.696560671551194e-08, 0.0, 0.0, 0.0, 0.0, 0.000563501220919312, 0.0014681259949027986, 2.3204202612152614e-05, 2.9458078476299997e-05, 0.0, 0.49593495934959353, 0.0656285527910137, 0.20968095625829788, 0.04396610341737415, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06553938356164384, 0.050790305584794526, 0.08300249521898061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00013416767739650307, 0.0002571161015224527, 0.000907291322995711, 7.66482075349301e-05, 0.41021728515625, 0.0035247802734375, 8.586731353376195e-05, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0031117583851959733, 0.00013416767739650307, 0.000907291322995711, 0.0002571161015224527, 7.658045977011494e-05, 0.3252032520325204, 0.0, 0.11713098856495867, 0.09803956393886278, 0.5191489361702127, 0.0, 0.02279547528314073, 0.1945608522637372, 3.000021162788073e-05, 4.2842555730961846e-05, 6.624139843755192e-05, 0.00019774327710306874, 0.0006830181125559061, 4.1689909138427245e-08, 0.0031108583333333334, 0.00012450374520881846, 0.00025811208284872203, 0.0006830264435692606, 1.9594257295060805e-06, 0.0031117000000000002, 0.0001488406274404707, 0.00035172265013773494, 0.0008546820385100789, 6.696560671551194e-08, 0.010291774093320785, 0.0, 0.0, 0.0, 0.000563501220919312, 0.0014681259949027986, 2.3204202612152614e-05, 2.9458078476299997e-05, 0.0, 0.49593495934959353, 0.26806530297444164, 0.20968095625829788, 0.04396610341737415, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06553938356164384, 0.050790305584794526, 0.08300249521898061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00013416767739650307, 0.0002571161015224527, 0.000907291322995711, 7.66482075349301e-05, 0.2651673707551699, 0.0019553575010579564, 8.586731353376195e-05, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0];[0.16, 0.0, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0, 0.03, 0.78]
100;4;4;0;1.0;0.38999999999999996;0.10485588030406127;5;0.06578947368421052;[7.3666667894444465e-06, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007532901141993943, 7.375778749370193e-06, 0.0, 7.369649470876258e-06, 7.379113917501623e-06, 7.3750000000000005e-06, 7.379113917501623e-06, 0.0, 7.377986116914386e-06, 7.379113917501623e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 0.0007532904799067508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.003448486328125, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[7.3666667894444465e-06, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01047587253786584, 0.0, 0.0, 0.0, 0.08326516878677513, 0.0, 0.0, 0.0007532901141993943, 7.375778749370193e-06, 0.0, 7.369649470876258e-06, 7.379113917501623e-06, 7.3750000000000005e-06, 7.379113917501623e-06, 0.0, 7.377986116914386e-06, 7.379113917501623e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.060718117239494364, 0.0, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 0.0007532904799067508, 0.0, 0.0, 0.0, 0.015916707472200843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.61, 0.02, 0.01, 0.0, 0.29, 0.0, 0.0, 0.0, 0.07, 0.0]
101;4;4;0;1.0;0.46;0.2596613082224802;6;0.07894736842105263;[5.700000095000001e-06, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0009732304564219667, 5.708182378271347e-06, 0.0, 5.702307961628236e-06, 5.711517551964533e-06, 5.7083333333333335e-06, 5.711517551964533e-06, 0.0, 5.710644621566502e-06, 5.711517551964533e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 0.0009732308220488288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.003448486328125, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[5.700000095000001e-06, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0539248694113104, 0.0, 0.0, 0.0, 0.12213188651317236, 0.0, 0.0, 0.0009732304564219667, 5.708182378271347e-06, 0.0, 5.702307961628236e-06, 5.711517551964533e-06, 5.7083333333333335e-06, 5.711517551964533e-06, 0.0, 5.710644621566502e-06, 5.711517551964533e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07399959650244337, 0.0793836894916361, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 0.0009732308220488288, 0.0, 0.0, 0.0, 0.19447623926007662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.002358684995288672, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.54, 0.01, 0.01, 0.0, 0.38, 0.0, 0.01, 0.0, 0.05, 0.0]
102;0;0;0;0.11;0.23;0.21969011605214384;5;0.06578947368421052;[1.086666684777778e-05, 0.0, 4.1240514681623226e-05, 5.601076900385381e-06, 3.2471264367816094e-06, 0.021341463414634148, 0.028767123287671233, 0.028767123287671233, 0.0, 0.06010638297872341, 0.1158974358974359, 0.07742746833558117, 0.0, 0.0002896925520979348, 0.0005108501274545639, 1.0877731128677768e-05, 0.0, 1.0871066640297105e-05, 1.0881066285129512e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366678294469638e-06, 1.6495797695537063e-05, 0.00025542265028955825, 0.0003831417624521073, 0.053299492385786795, 0.05741869918699188, 0.04597666159309996, 0.0436083713962377, 0.001901690055832202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004608294930875576, 0.06746575342465753, 0.028767123287671233, 0.07742746833558117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.601076900385381e-06, 4.1240514681623226e-05, 3.2499990436949717e-06, 0.0, 0.0, 0.0, 0.18181818181818182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.086666684777778e-05, 0.0, 4.1240514681623226e-05, 5.601076900385381e-06, 3.2471264367816094e-06, 0.021341463414634148, 0.028767123287671233, 0.09359626576491396, 0.0, 0.06010638297872341, 0.1158974358974359, 0.08820495324303003, 0.0, 0.0002896925520979348, 0.0005108501274545639, 1.0877731128677768e-05, 0.0, 1.0871066640297105e-05, 1.0881066285129512e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04897560152685079, 0.11070321538590647, 0.0, 0.0, 5.366678294469638e-06, 1.6495797695537063e-05, 0.00025542265028955825, 0.0003831417624521073, 0.053299492385786795, 0.05741869918699188, 0.21712269208765814, 0.0436083713962377, 0.001901690055832202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004608294930875576, 0.06746575342465753, 0.028767123287671233, 0.07742746833558117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.601076900385381e-06, 4.1240514681623226e-05, 3.2499990436949717e-06, 0.0, 0.0, 0.0, 0.18181818181818182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11, 0.0];[0.77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23, 0.0]
103;8;8;0;0.5404285714285713;0.46561904761904765;0.22336807748853654;7;0.09210526315789473;[7.19166678652778e-06, 0.0, 4.1240514681623226e-05, 4.267487162198385e-06, 1.3793103448275862e-06, 0.016260162601626018, 0.021917808219178082, 0.021917808219178082, 0.0, 0.025531914893617023, 0.04923076923076923, 0.03288954407175129, 0.0, 0.00022583559168292682, 0.0007715993839678359, 7.2006811304048134e-06, 0.0, 7.194578612405215e-06, 7.204016299120229e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366678294469638e-06, 1.6495797695537063e-05, 0.00038579727833181263, 0.0005787037035, 0.04060913705583756, 0.024390243902439025, 0.026139015725722987, 0.009827238624468085, 9.65746189791761e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004608294930875576, 0.038356164383561646, 0.021917808219178082, 0.03288954407175129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.267487162198385e-06, 4.1240514681623226e-05, 1.3805305672332625e-06, 0.0, 0.0, 0.0, 0.18181818181818182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[7.19166678652778e-06, 0.0, 4.1240514681623226e-05, 4.267487162198385e-06, 1.3793103448275862e-06, 0.016260162601626018, 0.021917808219178082, 0.023447232815169076, 0.0, 0.025531914893617023, 0.04923076923076923, 0.0604241226786041, 0.0, 0.00022583559168292682, 0.0007715993839678359, 7.2006811304048134e-06, 0.0, 7.194578612405215e-06, 7.204016299120229e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02575226406883835, 0.023251101260382726, 0.0, 0.0, 5.366678294469638e-06, 1.6495797695537063e-05, 0.00038579727833181263, 0.0005787037035, 0.04060913705583756, 0.024390243902439025, 0.08904277257265417, 0.009827238624468085, 9.65746189791761e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004608294930875576, 0.038356164383561646, 0.021917808219178082, 0.03288954407175129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.267487162198385e-06, 4.1240514681623226e-05, 1.3805305672332625e-06, 0.18200257787911442, 0.1041498539974031, 0.0, 0.18181818181818182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.45957142857142863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5404285714285713, 0.0];[0.5343809523809524, 0.01, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.44561904761904764, 0.0]
104;8;0;0;0.11;0.24;0.052705396493209204;5;0.06578947368421052;[5.4750000912500015e-06, 0.0, 4.1240514681623226e-05, 5.067641005110583e-06, 2.7011494252873562e-06, 0.019308943089430895, 0.026027397260273973, 0.026027397260273973, 0.0, 0.05, 0.09641025641025641, 0.06440869047384629, 0.0, 0.0004892875675609757, 0.0010131656729772862, 5.483056868173003e-06, 0.0, 5.4772168578797525e-06, 5.486392042617026e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366678294469638e-06, 1.6495797695537063e-05, 0.0005065804229589999, 0.0007598784194999999, 0.048223350253807105, 0.047764227642276426, 0.03967529173242009, 0.03439533518085106, 0.0011830390821638752, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004608294930875576, 0.058219178082191785, 0.026027397260273973, 0.06440869047384629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.067641005110583e-06, 4.1240514681623226e-05, 2.703539027498472e-06, 0.0, 0.0, 0.0, 0.18181818181818182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[5.4750000912500015e-06, 0.0, 4.1240514681623226e-05, 5.067641005110583e-06, 2.7011494252873562e-06, 0.019308943089430895, 0.026027397260273973, 0.028039503103239244, 0.0, 0.05, 0.09641025641025641, 0.08284544112444803, 0.0, 0.0004892875675609757, 0.0010131656729772862, 5.483056868173003e-06, 0.0, 5.4772168578797525e-06, 5.486392042617026e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0419012552095561, 0.015295421644285502, 0.0, 0.0, 5.366678294469638e-06, 1.6495797695537063e-05, 0.0005065804229589999, 0.0007598784194999999, 0.048223350253807105, 0.047764227642276426, 0.060752088538808896, 0.03439533518085106, 0.0011830390821638752, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004608294930875576, 0.058219178082191785, 0.026027397260273973, 0.06440869047384629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.067641005110583e-06, 4.1240514681623226e-05, 2.703539027498472e-06, 0.0, 0.0, 0.0, 0.18181818181818182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11, 0.0];[0.76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24, 0.0]
105;4;4;0;1.0;0.43000000000000005;0.25168301733447973;4;0.05263157894736842;[8.458333474305557e-06, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006561624239928283, 8.468054372439937e-06, 0.0, 8.461758159433713e-06, 8.471389536928417e-06, 8.466666666666666e-06, 8.471389536928417e-06, 0.0, 8.47009479636725e-06, 8.471389536928417e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 0.000656162789735732, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.003448486328125, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[8.458333474305557e-06, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07565690188927371, 0.0, 0.0, 0.0, 0.0814358576279744, 0.0, 0.0, 0.0006561624239928283, 8.468054372439937e-06, 0.0, 8.461758159433713e-06, 8.471389536928417e-06, 8.466666666666666e-06, 8.471389536928417e-06, 0.0, 8.47009479636725e-06, 8.471389536928417e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 0.000656162789735732, 0.0, 0.0, 0.0, 0.22579838798433222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0015344625095432317, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.57, 0.02, 0.01, 0.0, 0.37, 0.0, 0.01, 0.0, 0.02, 0.0]
106;0;0;0;0.0;0.01;0.05244181767589023;7;0.09210526315789473;[0.03767014229450237, 2.1466828383440488e-05, 0.00012372154404486968, 0.00012469064052048406, 1.0488505747126438e-05, 0.4751016260162602, 0.0, 0.12808219178082192, 0.314545703349934, 0.19414893617021278, 0.0, 0.08336585826026512, 0.1585219425641399, 7.014244495121951e-07, 5.843572960297833e-07, 0.005384448559557187, 0.019359223523501366, 0.036410503514543315, 3.33519273107418e-08, 0.03767015, 0.009422790784385552, 0.025457236460050676, 0.036410561567951936, 8.671501100792867e-07, 0.0008822583333333334, 0.00044310723428612277, 0.0008968243825301205, 0.0008836948876195744, 2.5195809526711367e-06, 0.0, 0.0, 0.0, 0.0, 0.00011270024418386241, 0.00021444537004198182, 3.6350479738170876e-07, 3.3182772049999996e-07, 0.0, 0.4751016260162602, 0.10113309653576866, 0.34052363574468086, 0.11595634653689452, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.1113013698630137, 0.12808219178082192, 0.08336585826026512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1466828383440488e-05, 0.00012469064052048406, 0.00012372154404486968, 1.0497784521669599e-05, 0.003631591796875, 0.00323486328125, 5.366707095860122e-06, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.03767014229450237, 2.1466828383440488e-05, 0.00012372154404486968, 0.00012469064052048406, 1.0488505747126438e-05, 0.4751016260162602, 0.0, 0.14839750118511852, 0.314545703349934, 0.19414893617021278, 0.0, 0.08265699642434338, 0.1585219425641399, 7.014244495121951e-07, 5.843572960297833e-07, 0.005384448559557187, 0.019359223523501366, 0.036410503514543315, 3.33519273107418e-08, 0.03767015, 0.009422790784385552, 0.025457236460050676, 0.036410561567951936, 8.671501100792867e-07, 0.0008822583333333334, 0.00044310723428612277, 0.0008968243825301205, 0.0008836948876195744, 2.5195809526711367e-06, 0.03984049854786236, 0.009940612351452672, 0.0, 0.0, 0.00011270024418386241, 0.00021444537004198182, 3.6350479738170876e-07, 3.3182772049999996e-07, 0.0, 0.4751016260162602, 0.07810156627046368, 0.34052363574468086, 0.11595634653689452, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.1113013698630137, 0.12808219178082192, 0.08336585826026512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1466828383440488e-05, 0.00012469064052048406, 0.00012372154404486968, 1.0497784521669599e-05, 0.014572756471359558, 0.0024051702074811077, 5.366707095860122e-06, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0]
107;4;4;0;1.0;0.31;0.16294485763552205;6;0.07894736842105263;[0.00010280833504680558, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.402805054577148e-05, 0.00010287068494034557, 0.0, 0.00010284996099796425, 0.00010287401978998308, 0.00010281666666666667, 0.00010287401978998308, 0.0, 0.00010285829684801096, 0.00010287401978998308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 5.402841650904596e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.003448486328125, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.00010280833504680558, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.047597484627210584, 0.0, 0.0, 0.0, 0.05124868466552433, 0.0, 0.0, 5.402805054577148e-05, 0.00010287068494034557, 0.0, 0.00010284996099796425, 0.00010287401978998308, 0.00010281666666666667, 0.00010287401978998308, 0.0, 0.00010285829684801096, 0.00010287401978998308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12227802585972447, 0.04002309858322011, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 5.402841650904596e-05, 0.0, 0.0, 0.0, 0.07145115568223111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0032323141823309177, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.69, 0.0, 0.01, 0.0, 0.26, 0.0, 0.0, 0.0, 0.04, 0.0]
108;8;8;8;0.9659452905031333;0.7695598606514037;0.1409857465854532;6;0.07894736842105263;[8.333333472222224e-09, 0.0, 4.1240514681623226e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333296275636, 1.3340770968790762e-08, 0.0, 8.33670754624011e-09, 1.66759636553709e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6100034883408914e-05, 4.123949423884266e-05, 0.16666666233944039, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.004608294930875576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1240514681623226e-05, 0.0, 0.0156402587890625, 1.52587890625e-05, 0.0, 0.5454545454545454, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[8.333333472222224e-09, 0.0, 4.1240514681623226e-05, 0.0, 0.0, 0.0, 0.0, 0.013895822592203967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333296275636, 1.3340770968790762e-08, 0.0, 8.33670754624011e-09, 1.66759636553709e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.034363655760947735, 0.021364382857533393, 0.0, 0.0, 1.6100034883408914e-05, 4.123949423884266e-05, 0.16666666233944039, 0.25, 0.0, 0.0, 0.0636971736045981, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.004608294930875576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1240514681623226e-05, 0.0, 0.132477257463301, 0.018410230335252114, 0.0, 0.5454545454545454, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.03405470949686642, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9659452905031333, 0.0];[0.23044013934859603, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.7495598606514037, 0.0]
109;2;2;0;1.0;0.5775;0.29049455846111155;7;0.09210526315789473;[0.24618886243648103, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700757954274896e-08, 0.24597046140188694, 0.0, 0.24593286427737573, 0.24597046391672076, 0.24583333333333335, 0.24597046391672076, 0.0, 0.24593287056381288, 0.24597046391672076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6833391472348192e-05, 0.0, 1.737356258436297e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.031280517578125, 0.0, 0.0, 0.4545454545454546, 0.0, 0.0, 0.0, 0.0, 0.24593287056381288, 0.0, 0.24593287056381288, 0.24593287056381288];[0.24618886243648103, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00029187342687322373, 0.0, 0.0, 0.0, 0.005758651028313833, 0.0, 0.0, 1.700757954274896e-08, 0.24597046140188694, 0.0, 0.24593286427737573, 0.24597046391672076, 0.24583333333333335, 0.24597046391672076, 0.0, 0.24593287056381288, 0.24597046391672076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1034884447400567, 0.057947094225326734, 0.0, 0.0, 2.6833391472348192e-05, 0.0, 1.737356258436297e-08, 0.0, 0.0, 0.0, 0.21874384133117347, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.16250714520916454, 0.07222756676051861, 0.0, 0.4545454545454546, 0.0, 0.0, 0.0, 0.0, 0.24593287056381288, 0.0, 0.24593287056381288, 0.24593287056381288];[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.4225, 0.0, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1975, 0.0]
